VERTEX2 0 1.008240 -0.016781 0.005957
VERTEX2 1 2.090063 0.008002 0.015650
VERTEX2 2 3.117849 -0.027274 0.023100
VERTEX2 3 4.198081 0.087164 0.035227
VERTEX2 4 5.279355 0.111386 0.045086
VERTEX2 5 6.263466 0.126602 -0.005163
VERTEX2 6 7.283441 0.076036 -0.015700
VERTEX2 7 8.357930 0.058120 -0.015358
VERTEX2 8 9.390035 -0.012710 0.017520
VERTEX2 9 10.408369 -0.056070 -0.208266
VERTEX2 10 11.431652 -0.393503 -0.373306
VERTEX2 11 12.421098 -0.716382 -0.409338
VERTEX2 12 12.938025 -1.136982 -0.920065
VERTEX2 13 13.179887 -1.862584 -1.469585
VERTEX2 14 13.122046 -2.788254 -1.652690
VERTEX2 15 13.051261 -3.758466 -1.687129
VERTEX2 16 12.965443 -4.701408 -1.708143
VERTEX2 17 12.831314 -5.844807 -1.648737
VERTEX2 18 12.820085 -6.955505 -1.575464
VERTEX2 19 12.747445 -7.921361 -1.591606
VERTEX2 20 12.652820 -8.957570 -1.621075
VERTEX2 21 12.563742 -10.037374 -1.610888
VERTEX2 22 12.425200 -11.095818 -1.631360
VERTEX2 23 12.387697 -12.208372 -1.474633
VERTEX2 24 12.510614 -13.263473 -1.500328
VERTEX2 25 12.547478 -14.384032 -1.511643
VERTEX2 26 12.585983 -15.530428 -1.522659
VERTEX2 27 12.620192 -16.542624 -1.541081
VERTEX2 28 12.684799 -17.625564 -1.549389
VERTEX2 29 12.773076 -18.773939 -1.567421
VERTEX2 30 12.704193 -19.809580 -1.517939
VERTEX2 31 12.724701 -20.841986 -1.462831
VERTEX2 32 12.816564 -21.864708 -1.470615
VERTEX2 33 12.894463 -22.846646 -1.457601
VERTEX2 34 12.954367 -23.936482 -1.443297
VERTEX2 35 13.063404 -24.967079 -1.445467
VERTEX2 36 13.163316 -26.009839 -1.465642
VERTEX2 37 13.251729 -27.182310 -1.500353
VERTEX2 38 13.285664 -28.264933 -1.508484
VERTEX2 39 13.169921 -29.271690 -1.511428
VERTEX2 40 13.220708 -30.363185 -1.469856
VERTEX2 41 13.244028 -31.361364 -1.480117
VERTEX2 42 13.330487 -32.520368 -1.451720
VERTEX2 43 13.428325 -33.524649 -1.354528
VERTEX2 44 13.639648 -34.564084 -1.313412
VERTEX2 45 13.869435 -35.270398 -1.294624
VERTEX2 46 14.063414 -36.366230 -1.364240
VERTEX2 47 14.251332 -37.523363 -1.430199
VERTEX2 48 14.343207 -38.637434 -1.440433
VERTEX2 49 14.447920 -39.716769 -1.448148
VERTEX2 50 14.585242 -40.830508 -1.485941
VERTEX2 51 14.724153 -41.866809 -1.501403
VERTEX2 52 14.726488 -42.907917 -1.443042
VERTEX2 53 14.823526 -43.927803 -1.367939
VERTEX2 54 14.981288 -44.878699 -1.373292
VERTEX2 55 15.138925 -46.001730 -1.361288
VERTEX2 56 15.360413 -46.940584 -1.393816
VERTEX2 57 15.490248 -47.914339 -1.391594
VERTEX2 58 15.632656 -48.932275 -1.397703
VERTEX2 59 15.809021 -49.985997 -1.809499
VERTEX2 60 15.509627 -50.443970 -2.359617
VERTEX2 61 14.576048 -50.811841 -2.776838
VERTEX2 62 13.615460 -50.906042 -2.975414
VERTEX2 63 12.567983 -51.065337 -2.960918
VERTEX2 64 11.468120 -51.234896 -2.960536
VERTEX2 65 10.472796 -51.509353 -2.964961
VERTEX2 66 9.542766 -51.715317 -2.955000
VERTEX2 67 8.497177 -51.798926 -2.992378
VERTEX2 68 7.576233 -51.904089 -2.916409
VERTEX2 69 6.502860 -52.066274 -2.715093
VERTEX2 70 5.876391 -52.527963 -2.133180
VERTEX2 71 5.698428 -53.030921 -1.599277
VERTEX2 72 5.836598 -54.067286 -1.348954
VERTEX2 73 6.153189 -55.069875 -1.245237
VERTEX2 74 6.433631 -56.048897 -1.262576
VERTEX2 75 6.574598 -57.073560 -1.541454
VERTEX2 76 6.567743 -58.117504 -1.498989
VERTEX2 77 6.704653 -59.162898 -1.406075
VERTEX2 78 6.957326 -60.164197 -1.184749
VERTEX2 79 7.393262 -61.031874 -1.181012
VERTEX2 80 7.672845 -61.965672 -1.319956
VERTEX2 81 7.862141 -63.102090 -1.315962
VERTEX2 82 8.141905 -64.095752 -1.316535
VERTEX2 83 8.442421 -65.110110 -0.966047
VERTEX2 84 9.040948 -65.725306 -0.381081
VERTEX2 85 9.932431 -65.947867 0.018307
VERTEX2 86 11.026853 -65.658594 0.482614
VERTEX2 87 12.099780 -65.185528 0.519458
VERTEX2 88 13.217687 -64.707835 0.365286
VERTEX2 89 14.185202 -64.468174 0.314768
VERTEX2 90 15.255082 -64.186406 0.305942
VERTEX2 91 16.374322 -63.863361 0.303244
VERTEX2 92 17.288609 -63.648433 0.317155
VERTEX2 93 18.387802 -63.383950 0.266784
VERTEX2 94 19.367190 -63.145902 0.284683
VERTEX2 95 20.453099 -62.960865 0.256754
VERTEX2 96 21.480818 -62.790378 0.285499
VERTEX2 97 22.483118 -62.589602 0.308919
VERTEX2 98 23.557854 -62.260877 0.255520
VERTEX2 99 24.559478 -62.156030 0.307987
VERTEX2 100 25.542875 -61.837153 0.318215
VERTEX2 101 26.575526 -61.540645 0.313647
VERTEX2 102 27.616899 -61.286296 0.269309
VERTEX2 103 28.573987 -60.896154 0.282736
VERTEX2 104 29.344278 -60.715098 0.802537
VERTEX2 105 29.551735 -60.421796 1.402466
VERTEX2 106 29.288525 -59.363432 1.819818
VERTEX2 107 28.966070 -58.270255 1.817081
VERTEX2 108 28.754937 -57.368249 1.864675
VERTEX2 109 28.507110 -56.242217 1.875264
VERTEX2 110 28.237129 -55.266163 1.888845
VERTEX2 111 27.829469 -54.311928 1.890472
VERTEX2 112 27.462585 -53.382465 1.879860
VERTEX2 113 27.192238 -52.407305 1.882016
VERTEX2 114 26.911631 -51.378475 1.882295
VERTEX2 115 26.581491 -50.239206 1.878990
VERTEX2 116 26.366239 -49.283653 1.879661
VERTEX2 117 25.978948 -48.326244 2.559307
VERTEX2 118 25.608446 -48.221833 3.101474
VERTEX2 119 24.534377 -48.164350 -3.028371
VERTEX2 120 23.503318 -48.575211 -2.608228
VERTEX2 121 22.481145 -48.988694 -2.667090
VERTEX2 122 21.492852 -49.459712 -2.711562
VERTEX2 123 20.403282 -49.843922 -2.751670
VERTEX2 124 19.424624 -50.137600 -2.775336
VERTEX2 125 18.424219 -50.472598 -2.814718
VERTEX2 126 17.333376 -50.723360 -2.848980
VERTEX2 127 16.188435 -50.987573 -2.859474
VERTEX2 128 16.150214 -51.034416 2.774819
VERTEX2 129 16.167405 -51.068062 2.109424
VERTEX2 130 16.089502 -50.688858 2.695130
VERTEX2 131 15.982641 -50.754879 -3.072390
VERTEX2 132 15.999507 -50.750054 -2.553160
VERTEX2 133 15.992195 -50.903820 -2.066507
VERTEX2 134 15.832386 -51.471325 -1.802266
VERTEX2 135 15.405456 -52.104880 -2.285996
VERTEX2 136 14.781060 -52.520514 -2.775315
VERTEX2 137 13.791840 -52.822041 -2.829657
VERTEX2 138 12.761070 -53.100652 -2.872518
VERTEX2 139 11.693490 -53.378296 -2.900971
VERTEX2 140 10.599741 -53.683762 -2.867162
VERTEX2 141 9.665815 -53.970688 -2.898514
VERTEX2 142 8.645049 -54.235902 -2.765542
VERTEX2 143 7.785350 -54.606957 -2.795521
VERTEX2 144 6.826513 -54.997322 -2.821555
VERTEX2 145 5.834286 -55.204012 -2.869487
VERTEX2 146 4.756893 -55.460505 -2.700736
VERTEX2 147 4.066131 -55.912177 -2.916603
VERTEX2 148 3.080462 -55.936586 -3.063989
VERTEX2 149 1.890546 -55.896695 2.995809
VERTEX2 150 1.016470 -55.391388 2.601001
VERTEX2 151 0.015376 -54.940734 2.933865
VERTEX2 152 -1.063878 -54.985608 -2.955187
VERTEX2 153 -2.153494 -55.222194 -2.821403
VERTEX2 154 -3.194127 -55.527837 -2.838283
VERTEX2 155 -4.317544 -55.767247 -2.853126
VERTEX2 156 -5.382061 -56.211125 -2.758207
VERTEX2 157 -6.263237 -56.587050 -2.759432
VERTEX2 158 -7.343751 -56.971626 -2.785844
VERTEX2 159 -8.307123 -57.358488 -2.838371
VERTEX2 160 -9.250689 -57.547279 -2.846990
VERTEX2 161 -10.254520 -57.794398 -2.872479
VERTEX2 162 -11.276054 -58.063423 -3.021660
VERTEX2 163 -11.835539 -58.027444 2.670329
VERTEX2 164 -12.194630 -57.711566 2.061700
VERTEX2 165 -12.499979 -56.709034 1.878335
VERTEX2 166 -12.785593 -55.784677 1.865888
VERTEX2 167 -13.003253 -54.684468 1.841270
VERTEX2 168 -13.273789 -53.796647 1.824587
VERTEX2 169 -13.536941 -52.815377 1.855737
VERTEX2 170 -13.841870 -51.828197 1.834979
VERTEX2 171 -14.123021 -50.633410 1.791524
VERTEX2 172 -14.360512 -49.667636 1.797597
VERTEX2 173 -14.669303 -48.574262 1.870169
VERTEX2 174 -15.018924 -47.630526 2.302147
VERTEX2 175 -15.553998 -47.348254 2.882151
VERTEX2 176 -16.745220 -47.337385 -2.919785
VERTEX2 177 -17.721507 -47.535555 -2.868577
VERTEX2 178 -18.730949 -47.862912 -2.845349
VERTEX2 179 -19.735254 -48.099349 -2.844935
VERTEX2 180 -20.855164 -48.481322 -2.853469
VERTEX2 181 -22.026535 -48.878493 -2.861011
VERTEX2 182 -23.092013 -49.188546 -2.795976
VERTEX2 183 -24.099955 -49.528785 -2.773702
VERTEX2 184 -25.048721 -49.789481 -2.783216
VERTEX2 185 -26.055363 -50.127794 -2.792660
VERTEX2 186 -27.186338 -50.541496 -2.797316
VERTEX2 187 -28.209293 -50.846528 -2.807702
VERTEX2 188 -29.297332 -51.164863 -2.818369
VERTEX2 189 -30.386741 -51.540572 -2.845861
VERTEX2 190 -31.495528 -51.888010 -2.852081
VERTEX2 191 -32.541539 -52.095374 -2.872906
VERTEX2 192 -33.622688 -52.380996 -2.829846
VERTEX2 193 -34.557039 -52.711533 -2.845908
VERTEX2 194 -35.472800 -52.981530 -2.860645
VERTEX2 195 -36.417938 -53.275704 -2.875574
VERTEX2 196 -37.419389 -53.575711 -2.886566
VERTEX2 197 -38.589294 -53.787176 -3.027585
VERTEX2 198 -39.728524 -53.839826 -2.984433
VERTEX2 199 -40.825682 -54.208842 -2.838286
VERTEX2 200 -41.874836 -54.481910 -2.811836
VERTEX2 201 -42.829134 -54.708449 -2.809857
VERTEX2 202 -43.811986 -54.986384 -2.815980
VERTEX2 203 -44.662164 -55.309274 -2.824075
VERTEX2 204 -45.840173 -55.568451 -2.853925
VERTEX2 205 -47.056529 -55.885263 -2.856867
VERTEX2 206 -47.950783 -56.139023 -2.865900
VERTEX2 207 -49.058728 -56.415536 -2.920628
VERTEX2 208 -50.065981 -56.535160 -2.946878
VERTEX2 209 -51.210229 -56.717534 -2.961929
VERTEX2 210 -52.299182 -56.956183 -2.977034
VERTEX2 211 -53.444712 -57.136053 -2.817289
VERTEX2 212 -54.497455 -57.528783 -2.823305
VERTEX2 213 -55.590814 -57.901049 -2.844889
VERTEX2 214 -56.598647 -58.124950 -2.920992
VERTEX2 215 -57.641972 -58.380614 -2.917396
VERTEX2 216 -58.645819 -58.604480 -2.964229
VERTEX2 217 -59.747160 -58.892478 -2.916627
VERTEX2 218 -60.796508 -59.001085 -2.938724
VERTEX2 219 -61.849414 -59.257590 -2.851686
VERTEX2 220 -62.950748 -59.521447 -2.796376
VERTEX2 221 -64.083350 -59.839055 -2.806865
VERTEX2 222 -65.140193 -60.164452 -2.814055
VERTEX2 223 -66.184464 -60.534842 -2.911880
VERTEX2 224 -67.237302 -60.684503 -2.927984
VERTEX2 225 -68.225498 -60.818688 -2.919470
VERTEX2 226 -69.357122 -61.063118 -2.905971
VERTEX2 227 -70.299440 -61.325921 -2.745101
VERTEX2 228 -70.790886 -61.653650 -2.238237
VERTEX2 229 -71.131143 -62.117773 -1.634401
VERTEX2 230 -71.065283 -63.205377 -1.333323
VERTEX2 231 -70.998665 -64.255091 -1.316285
VERTEX2 232 -70.721976 -65.289205 -1.301794
VERTEX2 233 -70.515124 -66.220646 -1.274295
VERTEX2 234 -70.234954 -67.284594 -1.289044
VERTEX2 235 -69.878178 -68.299236 -1.268940
VERTEX2 236 -69.606727 -69.352210 -1.233475
VERTEX2 237 -69.347937 -70.336372 -1.249105
VERTEX2 238 -69.121069 -71.346886 -1.226283
VERTEX2 239 -68.841309 -72.406592 -1.263046
VERTEX2 240 -68.606205 -73.474217 -1.294494
VERTEX2 241 -68.355459 -74.596213 -1.291691
VERTEX2 242 -68.038471 -75.689552 -1.283756
VERTEX2 243 -67.821668 -76.610779 -1.153053
VERTEX2 244 -67.433754 -77.118924 -0.543026
VERTEX2 245 -66.830584 -77.327144 0.041847
VERTEX2 246 -65.761457 -77.324774 0.028550
VERTEX2 247 -64.723742 -77.143462 0.232234
VERTEX2 248 -63.684560 -76.923020 0.280020
VERTEX2 249 -62.701744 -76.657904 0.314743
VERTEX2 250 -61.565039 -76.258973 0.326626
VERTEX2 251 -60.561923 -75.935818 0.321594
VERTEX2 252 -59.539253 -75.652853 0.327023
VERTEX2 253 -58.494777 -75.331023 0.312806
VERTEX2 254 -57.496093 -75.051482 0.240034
VERTEX2 255 -56.505694 -74.887113 0.205210
VERTEX2 256 -55.430974 -74.656151 0.172897
VERTEX2 257 -54.340802 -74.418258 0.166286
VERTEX2 258 -53.221089 -74.234015 0.171115
VERTEX2 259 -52.098294 -74.083722 0.178937
VERTEX2 260 -51.006327 -73.910298 0.183623
VERTEX2 261 -49.959604 -73.732055 0.202207
VERTEX2 262 -48.938584 -73.479027 0.230777
VERTEX2 263 -47.894684 -73.229898 0.243532
VERTEX2 264 -46.787894 -72.974227 0.241713
VERTEX2 265 -45.731104 -72.695732 0.215528
VERTEX2 266 -44.513513 -72.374785 0.196031
VERTEX2 267 -43.566280 -72.224871 0.219884
VERTEX2 268 -42.440445 -72.015631 0.232328
VERTEX2 269 -41.382079 -71.824369 0.201525
VERTEX2 270 -40.295572 -71.529974 0.209240
VERTEX2 271 -39.231567 -71.311401 0.223604
VERTEX2 272 -38.149046 -71.039557 0.244408
VERTEX2 273 -37.097962 -70.857044 0.250587
VERTEX2 274 -35.965391 -70.569979 0.255983
VERTEX2 275 -34.839719 -70.388848 0.150469
VERTEX2 276 -33.697146 -70.286672 0.169535
VERTEX2 277 -32.559602 -70.111882 0.170801
VERTEX2 278 -31.463958 -69.925777 0.192641
