EDGE 1 0 -1.082078 -0.007851 -0.009693 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE 2 1 -1.026697 0.059006 -0.007450 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE 3 2 -1.083593 -0.076320 -0.012128 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE 4 3 -1.081267 0.024536 -0.009858 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE 5 4 -0.984019 -0.020296 0.050248 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE 6 5 -1.020643 0.034546 0.010538 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE 7 6 -1.074638 0.001413 -0.000343 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE 8 7 -1.030705 0.088901 -0.032878 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE 9 8 -1.005294 -0.168131 0.225786 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE 10 9 -1.075867 -0.058994 0.165040 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE 11 10 -1.036209 -0.097597 0.036032 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE 12 11 -0.647785 -0.156502 0.510727 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE 13 12 -0.746326 -0.167311 0.549520 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE 14 13 -0.927299 -0.018074 0.183105 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE 15 14 -0.971871 -0.042307 0.034439 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE 16 15 -0.945812 -0.044093 0.021013 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE 17 16 -1.150371 0.044695 -0.059406 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE 18 17 -1.110739 0.006045 -0.073273 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE 19 18 -0.967159 0.052527 0.016142 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE 20 19 -1.039655 0.042429 0.029469 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE 21 20 -1.082506 0.045726 -0.010186 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE 22 21 -1.064889 0.074224 0.020472 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE 23 22 -1.103812 0.144152 -0.156727 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE 24 23 -1.061137 -0.048322 0.025695 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE 25 24 -1.120779 0.029446 0.011315 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE 26 25 -1.146920 0.016703 0.011015 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE 27 26 -1.012766 -0.004121 0.018422 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE 28 27 -1.084075 -0.041412 0.008308 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE 29 28 -1.148666 -0.084399 0.018031 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE 30 29 -1.030555 0.123502 -0.049482 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE 31 30 -1.028605 0.090859 -0.055108 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE 32 31 -1.026782 0.010883 0.007784 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
